80 607 458    ;8;- Старошарашлинский сельсовет;с Старые Шарашли
80 607 461    ;3;- Тактагуловский сельсовет;с Тактагулово
80 607 464    ;5;- Урманаевский сельсовет;с Урманаево
80 608 000    ;0;Балтачевский муниципальный район;с Старобалтачево
80 608 400    ;2;Сельские поселения Балтачевского муниципального района/;
80 608 404    ;1;- Богдановский сельсовет;д Старотимкино
80 608 407    ;3;- Верхнеянактаевский сельсовет;д Новоямурзино
80 608 413    ;0;- Кундашлинский сельсовет;д Кундашлы
80 608 416    ;2;- Кунтугушевский сельсовет;д Нижнеиванаево
80 608 419    ;4;- Нижнекарышевский сельсовет;д Верхнекарышево
80 608 422    ;4;- Нижнесикиязовский сельсовет;с Нижнесикиязово
80 608 425    ;1;- Норкинский сельсовет;д Норкино
80 608 428    ;3;- Сейтяковский сельсовет;с Сейтяково
80 608 431    ;9;- Старобалтачевский сельсовет;с Старобалтачево
80 608 434    ;0;- Староянбаевский сельсовет;д Староянбаево
80 608 437    ;2;- Тошкуровский сельсовет;д Тошкурово
80 608 440    ;8;- Тучубаевский сельсовет;с Тучубаево
80 608 441    ;5;- Шавьядинский сельсовет;д Шавьяды
80 608 443    ;0;- Штандинский сельсовет;д Штанды
80 608 448    ;6;- Ялангачевский сельсовет;д Ялангачево
80 609 000    ;5;Белебеевский муниципальный район;г Белебей
80 609 100    ;0;Городские поселения Белебеевского муниципального района/;
80 609 101    ;8;- город Белебей;г Белебей
80 609 165    ;5;- Приютовский поссовет;рп Приютово
80 609 400    ;7;Сельские поселения Белебеевского муниципального района/;
80 609 401    ;4;- Аксаковский сельсовет;с Аксаково
80 609 402    ;1;- Баженовский сельсовет;с Баженово
80 609 404    ;6;- Донской сельсовет;д Пахарь
80 609 407    ;8;- Ермолкинский сельсовет;с Ермолкино
80 609 410    ;3;- Знаменский сельсовет;с Знаменка
80 609 413    ;5;- Анновский сельсовет;с Анновка
80 609 416    ;7;- Максим-Горьковский сельсовет;с Центральной усадьбы племзавода им Максима Горького
80 609 419    ;9;- Малиновский сельсовет;д Малиновка
80 609 425    ;6;- Метевбашевский сельсовет;с Метевбаш
80 609 428    ;8;- Рассветовский сельсовет;д Алексеевка
80 609 431    ;3;- Семенкинский сельсовет;с Старосеменкино
80 609 434    ;5;- Слакбашевский сельсовет;с Слакбаш
80 609 437    ;7;- Тузлукушевский сельсовет;с Тузлукуш
80 609 440    ;2;- Усень-Ивановский сельсовет;с Усень-Ивановское
80 609 443    ;4;- Шаровский сельсовет;д Шаровка
80 610 000    ;8;Белокатайский муниципальный район;с Новобелокатай
80 610 400    ;4;Сельские поселения Белокатайского муниципального района/;
80 610 402    ;4;- Атаршинский сельсовет;с Атарша
80 610 404    ;9;- Белянковский сельсовет;с Белянка
80 610 407    ;0;- Емашинский сельсовет;с Емаши
80 610 413    ;8;- Карлыхановский сельсовет;с Карлыханово
80 610 416    ;7;- Майгазинский сельсовет;с Майгаза
80 610 419    ;1;- Нижнеискушинский сельсовет;с Нижний Искуш
80 610 422    ;7;- Новобелокатайский сельсовет;с Новобелокатай
80 610 425    ;9;- Ногушинский сельсовет;с Ногуши
80 610 428    ;0;- Старобелокатайский сельсовет;с Старобелокатай
80 610 431    ;6;- Тардавский сельсовет;д Левали
80 610 434    ;8;- Ургалинский сельсовет;с Ургала
80 610 437    ;2;- Утяшевский сельсовет;д Нижнеутяшево
80 610 440    ;5;- Яныбаевский сельсовет;с Яныбаево
80 611 000    ;2;Белорецкий муниципальный район;г Белорецк
80 611 100    ;8;Городские поселения Белорецкого муниципального района/;
80 611 101    ;5;- город Белорецк;г Белорецк
80 611 400    ;4;Сельские поселения Белорецкого муниципального района/;
80 611 404    ;3;- Абзаковский сельсовет;с Абзаково
80 611 407    ;5;- Азикеевский сельсовет;с Азикеево
80 611 410    ;0;- Ассинский сельсовет;с Ассы
80 611 415    ;7;- Верхнеавзянский сельсовет;с Верхний Авзян
80 611 416    ;4;- Зигазинский сельсовет;с Зигаза
80 611 417    ;1;- Зуяковский сельсовет;с Зуяково
80 611 418    ;9;- Железнодорожный сельсовет;с Железнодорожный
80 611 420    ;7;- Инзерский сельсовет;с Инзер
80 611 422    ;1;- Ишлинский сельсовет;с Ишля
80 611 425    ;3;- Кагинский сельсовет;с Кага
80 611 427    ;8;- Ломовский сельсовет;с Ломовка
80 611 434    ;2;- Николаевский сельсовет;с Николаевка
80 611 440    ;3;- Нурский сельсовет;с Отнурок
80 611 443    ;1;- Серменевский сельсовет;с Серменево
80 611 446    ;3;- Сосновский сельсовет;с Сосновка
80 611 448    ;8;- Тирлянский сельсовет;с Тирлянский
80 611 449    ;5;- Туканский сельсовет;с Тукан
80 611 452    ;0;- Узянский сельсовет;с Узян
80 611 455    ;2;- Шигаевский сельсовет;с Шигаево
80 612 000    ;7;Бижбулякский муниципальный район;с Бижбуляк
80 612 400    ;9;Сельские поселения Бижбулякского муниципального района/;
80 612 404    ;8;- Аитовский сельсовет;с Аитово
80 612 407    ;0;- Базлыкский сельсовет;с Базлык
80 612 410    ;5;- Бижбулякский сельсовет;с Бижбуляк
80 612 413    ;7;- Биккуловский сельсовет;с Биккулово
80 612 416    ;9;- Демский сельсовет;с Демский
80 612 419    ;0;- Елбулактамакский сельсовет;с Елбулактамак
80 612 422    ;6;- Зириклинский сельсовет;с Зириклы
80 612 425    ;8;- Калининский сельсовет;с Усак-Кичу
80 612 428    ;6;- Каменский сельсовет;с Каменка
80 612 431    ;5;- Кенгер-Менеузовский сельсовет;с Кенгер-Менеуз
80 612 440    ;4;- Кош-Елгинский сельсовет;с Кош-Елга
80 612 442    ;9;- Михайловский сельсовет;с Михайловка
80 612 443    ;6;- Сухореченский сельсовет;с Сухоречка
80 613 000    ;1;Бирский муниципальный район;г Бирск
80 613 100    ;7;Городские поселения Бирского муниципального района/;
80 613 101    ;4;- город Бирск;г Бирск
80 613 400    ;3;Сельские поселения Бирского муниципального района/;
80 613 407    ;4;- Бахтыбаевский сельсовет;с Бахтыбаево
80 613 408    ;1;- Бурновский сельсовет;с Старобурново
80 613 409    ;9;- Березовский сельсовет;с Печенкино
80 613 410    ;1;- Верхнелачентауский сельсовет;с Верхнелачентау
80 613 416    ;3;- Калинниковский сельсовет;с Калинники
80 613 419    ;5;- Кусекеевский сельсовет;с Кусекеево
80 613 422    ;0;- Маядыковский сельсовет;с Маядыково
80 613 425    ;2;- Осиновский сельсовет;с Осиновка
80 613 431    ;7;- Силантьевский сельсовет;с Силантьево
80 613 434    ;1;- Старобазановский сельсовет;с Старобазаново
80 613 437    ;3;- Старопетровский сельсовет;с Питяково
80 613 440    ;9;- Сусловский сельсовет;с Суслово
80 613 443    ;0;- Угузевский сельсовет;с Угузево
80 613 446    ;2;- Чишминский сельсовет;с Чишма
80 614 000    ;6;Благоварский муниципальный район;с Языково
80 614 400    ;8;Сельские поселения Благоварского муниципального района/;
80 614 404    ;7;- Алексеевский сельсовет;с Пришиб
80 614 407    ;9;- Балышлинский сельсовет;с Балышлы
80 614 410    ;4;- Благоварский сельсовет;с Благовар
80 614 413    ;6;- Дмитриевский сельсовет;д Дмитриевка
80 614 416    ;8;- Каргалинский сельсовет;с Верхние Каргалы
80 614 419    ;0;- Кашкалашинский сельсовет;с Кашкалаши
80 614 422    ;5;- Кучербаевский сельсовет;с Старокучербаево
80 614 423    ;2;- Мирновский сельсовет;с Мирный
80 614 424    ;2;- Первомайский сельсовет;с Первомайский
80 614 428    ;9;- Тановский сельсовет;с Тан
80 614 431    ;4;- Троицкий сельсовет;с Троицкий
80 614 434    ;6;- Удрякбашевский сельсовет;с Удрякбаш
80 614 437    ;8;- Языковский сельсовет;с Языково
80 614 440    ;3;- Ямакаевский сельсовет;с Ямакай
80 614 443    ;5;- Янышевский сельсовет;д Шарлык
80 615 000    ;0;Благовещенский муниципальный район;г Благовещенск
80 615 100    ;6;Городские поселения Благовещенского муниципального района/;
80 615 101    ;3;- город Благовещенск;г Благовещенск
80 615 400    ;2;Сельские поселения Благовещенского муниципального района/;
80 615 404    ;1;- Бедеево-Полянский сельсовет;с Бедеева Поляна
80 615 407    ;3;- Богородский сельсовет;с Богородское
80 615 413    ;0;- Волковский сельсовет;с Волково
80 615 419    ;4;- Изяковский сельсовет;с Верхний Изяк
80 615 422    ;0;- Иликовский сельсовет;с Староиликово
80 615 425    ;1;- Ильино-Полянский сельсовет;с Ильино-Поляна
80 615 428    ;3;- Николаевский сельсовет;с Николаевка
80 615 431    ;9;- Новонадеждинский сельсовет;с Новонадеждино
80 615 434    ;0;- Октябрьский сельсовет;с Осиповка
80 615 437    ;2;- Орловский сельсовет;с Орловка
80 615 440    ;8;- Покровский сельсовет;с Покровка
80 615 443    ;6;- Саннинский сельсовет;с Саннинское
80 615 449    ;3;- Старонадеждинский сельсовет;с Старонадеждино
80 615 453    ;6;- Тугайский сельсовет;с Тугай
80 615 461    ;8;- Удельно-Дуванейский сельсовет;с Удельно-Дуваней
80 617 000    ;0;Буздякский муниципальный район;с Буздяк
80 617 400    ;1;Сельские поселения Буздякского муниципального района/;
80 617 404    ;0;- Арслановский сельсовет;с Старые Богады
80 617 407    ;2;- Буздякский сельсовет;с Буздяк
80 617 410    ;8;- Гафурийский сельсовет;с Гафури
80 617 413    ;4;- Канлы-Туркеевский сельсовет;с Канлы-Туркеево
80 617 416    ;1;- Каранский сельсовет;с Каран
80 617 419    ;3;- Килимовский сельсовет;с Килимово
80 617 422    ;9;- Копей-Кубовский сельсовет;с Копей-Кубово
80 617 425    ;0;- Кузеевский сельсовет;с Кузеево
80 617 431    ;8;- Сабаевский сельсовет;с Сабаево
80 617 437    ;1;- Тавларовский сельсовет;с Старотавларово
80 617 440    ;7;- Тюрюшевский сельсовет;с Тюрюшево
80 617 446    ;0;- Уртакульский сельсовет;с Уртакуль
80 618 000    ;4;Бураевский муниципальный район;с Бураево
80 618 400    ;6;Сельские поселения Бураевского муниципального района/;
80 618 404    ;5;- Азяковский сельсовет;д Азяково
80 618 407    ;7;- Бадраковский сельсовет;д Большебадраково
80 618 413    ;4;- Бураевский сельсовет;с Бураево
80 618 416    ;6;- Ванышевский сельсовет;д Ваныш-Алпаутово
80 618 419    ;8;- Вострецовский сельсовет;с Вострецово
80 618 422    ;3;- Каинлыковский сельсовет;д Каинлыково
80 618 425    ;5;- Кашкалевский сельсовет;д Кашкалево
80 618 428    ;7;- Кушманаковский сельсовет;д Кушманаково
80 618 431    ;2;- Кузбаевский сельсовет;д Кузбаево
80 618 437    ;6;- Тазларовский сельсовет;д Новотазларово
80 618 440    ;1;- Тангатаровский сельсовет;д Тангатарово
80 618 443    ;3;- Тепляковский сельсовет;с Тепляки
80 618 446    ;5;- Челкаковский сельсовет;с Челкаково
80 619 000    ;9;Бурзянский муниципальный район;с Старосубхангулово
80 619 400    ;0;Сельские поселения Бурзянского муниципального района/;
80 619 404    ;8;- Аскаровский сельсовет;д Аскарово
80 619 407    ;1;- Атиковский сельсовет;д Атиково
80 619 409    ;6;- Байгазинский сельсовет;д Байгазино
80 619 410    ;7;- Байназаровский сельсовет;д Байназарово
80 619 413    ;9;- Галиакберовский сельсовет;д Галиакберово
80 619 416    ;0;- Иргизлинский сельсовет;д Иргизлы
80 619 419    ;2;- Киекбаевский сельсовет;д Киекбаево
80 619 420    ;3;- Кипчакский сельсовет;д Абдулмамбетово
80 619 422    ;8;- Старомунасиповский сельсовет;д Новомунасипово
80 619 425    ;3;- Старосубхангуловский сельсовет;с Старосубхангулово
80 619 430    ;6;- Тимировский сельсовет;д Тимирово
80 619 440    ;6;- Кулганинский сельсовет;д Кулганино
80 621 000    ;6;Гафурийский муниципальный район;с Красноусольский
80 621 400    ;8;Сельские поселения Гафурийского муниципального района/;
80 621 407    ;9;- Белоозерский сельсовет;с Белое Озеро
80 621 410    ;4;- Бельский сельсовет;с Инзелга
80 621 413    ;6;- Бурлинский сельсовет;с Бурлы
80 621 414    ;3;- Буруновский сельсовет;с Буруновка
80 621 416    ;8;- Зилим-Карановский сельсовет;с Зилим-Караново
80 621 419    ;6;- Имендяшевский сельсовет;с Карагаево
80 621 422    ;5;- Ковардинский сельсовет;с Коварды
80 621 423    ;2;- Красноусольский сельсовет;с Красноусольский
80 621 425    ;7;- Мраковский сельсовет;с Мраково
80 621 428    ;9;- Саитбабинский сельсовет;с Саитбаба
80 621 431    ;4;- Табынский сельсовет;с Табынское
80 621 434    ;6;- Ташбукановский сельсовет;с Нижний Ташбукан
80 621 437    ;8;- Ташлинский сельсовет;д Ташла
80 621 440    ;3;- Толпаровский сельсовет;д Толпарово
80 621 443    ;5;- Утяковский сельсовет;с Утяково
80 621 446    ;7;- Янгискаинский сельсовет;с Янгискаин
80 622 000    ;0;Давлекановский муниципальный район;г Давлеканово
80 622 100    ;6;Городские поселения Давлекановского муниципального района/;
80 622 101    ;3;- город Давлеканово;г Давлеканово
80 622 400    ;2;Сельские поселения Давлекановского муниципального района/;
80 622 404    ;1;- Алгинский сельсовет;д Алга
80 622 410    ;9;- Бик-Кармалинский сельсовет;с Бик-Кармалы
80 622 413    ;0;- Ивановский сельсовет;с Ивановка
80 622 416    ;2;- Имай-Кармалинский сельсовет;с Имай-Кармалы
80 622 419    ;4;- Кадыргуловский сельсовет;д Кадыргулово
80 622 422    ;7;- Казангуловский сельсовет;с Казангулово
80 622 425    ;1;- Кидрячевский сельсовет;с Кидрячево
80 622 428    ;3;- Курманкеевский сельсовет;с Дюртюли
80 622 431    ;9;- Микяшевский сельсовет;с Микяшево
80 622 434    ;0;- Поляковский сельсовет;с Поляковка
80 622 437    ;2;- Раевский сельсовет;д Раево
80 622 440    ;8;- Рассветовский сельсовет;с Рассвет
80 622 443    ;2;- Сергиопольский сельсовет;д Сергиополь
80 622 444    ;7;- Соколовский сельсовет;д Соколовка
80 622 446    ;1;- Чуюнчинский сельсовет;с Чуюнчи
80 622 449    ;3;- Шестаевский сельсовет;с Шестаево
80 623 000    ;5;Дуванский муниципальный район;с Месягутово
80 623 400    ;7;Сельские поселения Дуванского муниципального района/;
80 623 404    ;6;- Ариевский сельсовет;с Ариево
80 623 406    ;0;- Вознесенский сельсовет;с Вознесенка
80 623 407    ;8;- Дуванский сельсовет;с Дуван
80 623 413    ;5;- Заимкинский сельсовет;с Заимка
80 623 419    ;9;- Лемазинский сельсовет;с Лемазы
80 623 422    ;4;- Месягутовский сельсовет;с Месягутово
80 623 425    ;6;- Метелинский сельсовет;с Метели
80 623 428    ;8;- Михайловский сельсовет;с Михайловка
80 623 431    ;3;- Рухтинский сельсовет;с Рухтино
80 623 433    ;8;- Сальевский сельсовет;с Сальевка
80 623 434    ;5;- Сикиязский сельсовет;с Сикияз
80 623 440    ;2;- Улькундинский сельсовет;с Улькунды
80 623 443    ;4;- Ярославский сельсовет;с Ярославка
80 624 000    ;6;Дюртюлинский муниципальный район;г Дюртюли
80 624 100    ;5;Городские поселения Дюртюлинского муниципального района/;
80 624 101    ;2;- город Дюртюли;г Дюртюли
80 624 400    ;1;Сельские поселения Дюртюлинского муниципального района/;
80 624 404    ;0;- Ангасяковский сельсовет;с Ангасяк
80 624 407    ;2;- Асяновский сельсовет;с Асяново
80 624 410    ;8;- Исмаиловский сельсовет;с Исмаилово
80 624 413    ;0;- Куккуяновский сельсовет;с Куккуяново
80 624 416    ;1;- Маядыковский сельсовет;с Маядык
80 624 422    ;9;- Московский сельсовет;с Москово
80 624 430    ;0;- Семилетовский сельсовет;с Семилетка
80 624 431    ;8;- Старобаишевский сельсовет;с Старобаишево
80 624 434    ;6;- Староянтузовский сельсовет;с Староянтузово
80 624 437    ;1;- Суккуловский сельсовет;с Суккулово
80 624 440    ;7;- Таймурзинский сельсовет;с Таймурзино
80 624 443    ;9;- Такарликовский сельсовет;с Иванаево
80 624 447    ;8;- Учпилинский сельсовет;с Учпили
80 624 449    ;2;- Черлаковский сельсовет;с Черлак
80 625 000    ;4;Ермекеевский муниципальный район;с Ермекеево
80 625 400    ;6;Сельские поселения Ермекеевского муниципального района/;
80 625 402    ;0;- Бекетовский сельсовет;с Бекетово
80 625 404    ;5;- Восьмомартовский сельсовет;с им 8 Марта
80 625 407    ;7;- Ермекеевский сельсовет;с Ермекеево
80 625 411    ;9;- Кызыл-Ярский сельсовет;с Суерметово
80 625 413    ;4;- Нижнеулу-Елгинский сельсовет;с Нижнеулу-Елга
80 625 416    ;6;- Рятамакский сельсовет;с Рятамак
80 625 422    ;3;- Спартакский сельсовет;с Спартак
80 625 425    ;5;- Среднекарамалинский сельсовет;с Средние Карамалы
80 625 428    ;7;- Старосуллинский сельсовет;с Старые Сулли
80 625 431    ;2;- Старотураевский сельсовет;с Старотураево
80 625 434    ;4;- Суккуловский сельсовет;с Суккулово
80 625 437    ;6;- Тарказинский сельсовет;с Тарказы
80 625 440    ;1;- Усман-Ташлинский сельсовет;с Усман-Ташлы
80 626 000    ;9;Зианчуринский муниципальный район;с Исянгулово
80 626 400    ;0;Сельские поселения Зианчуринского муниципального района/;
80 626 404    ;4;- Абзановский сельсовет;с Абзаново
80 626 405    ;7;- Абуляисовский сельсовет;д Малиновка
80 626 406    ;4;- Баишевский сельсовет;д Баишево
80 626 407    ;1;- Байдавлетовский сельсовет;д Серегулово
80 626 410    ;7;- Бикбауский сельсовет;д Трушино
80 626 416    ;0;- Исянгуловский сельсовет;с Исянгулово
80 626 419    ;2;- Казанбулакский сельсовет;д Идельбаково
80 626 422    ;8;- Муйнакский сельсовет;д Верхний Муйнак
80 626 425    ;0;- Новопетровский сельсовет;д Новопетровское
80 626 428    ;1;- Новочебенкинский сельсовет;с Ишемгул
80 626 431    ;7;- Сакмарский сельсовет;с Арсёново
80 626 434    ;9;- Суренский сельсовет;с Кугарчи
80 626 437    ;0;- Тазларовский сельсовет;с Тазларово
80 626 440    ;6;- Утягуловский сельсовет;д Утягулово
80 626 443    ;8;- Яныбаевский сельсовет;д Яныбаево
80 627 000    ;3;Зилаирский муниципальный район;с Зилаир
80 627 400    ;5;Сельские поселения Зилаирского муниципального района/;
80 627 404    ;4;- Бердяшский сельсовет;с Бердяш
80 627 410    ;1;- Верхнегалеевский сельсовет;д Верхнегалеево
80 627 413    ;3;- Дмитриевский сельсовет;д Дмитриевка
80 627 416    ;5;- Зилаирский сельсовет;с Зилаир
80 627 419    ;7;- Ивано-Кувалатский сельсовет;с Ивано-Кувалат
80 627 421    ;5;- Кананикольский сельсовет;с Кананикольское
80 627 422    ;2;- Канзафаровский сельсовет;д Юмагужино
80 627 423    ;8;- Кашкаровский сельсовет;с Кашкарово
80 627 425    ;4;- Матраевский сельсовет;с Матраево
80 627 432    ;9;- Сабыровский сельсовет;с Сабырово
80 627 434    ;3;- Уркасский сельсовет;д Кызлар-Бирган
80 627 436    ;8;- Юлдыбаевский сельсовет;с Юлдыбаево
80 627 442    ;5;- Ямансазский сельсовет;с Ямансаз
80 628 000    ;8;Иглинский муниципальный район;с Иглино
80 628 400    ;0;Сельские поселения Иглинского муниципального района/;
80 628 403    ;1;- Акбердинский сельсовет;с Акбердино
80 628 405    ;6;- Ауструмский сельсовет;с Ауструм
80 628 410    ;6;- Балтийский сельсовет;с Балтика
80 628 415    ;2;- Ивано-Казанский сельсовет;с Ивано-Казанка
80 628 416    ;3;- Иглинский сельсовет;с Иглино
