80 602 446 000;4;Населенные пункты, входящие в состав сельского поселения Нижнеаврюзовский сельсовет Альшеевского муниципального района
80 602 446 101;3;с Нижнее Аврюзово
80 602 446 106;8;с Мечниково
80 602 446 111;2;д Аврюзтамак
80 602 446 116;7;д Верхнее Аврюзово
80 602 449 000;6;Населенные пункты, входящие в состав сельского поселения Никифаровский сельсовет Альшеевского муниципального района
80 602 449 101;5;с Никифарово
80 602 449 106;3;д Айдагулово
80 602 449 111;4;д Алдарово
80 602 449 116;9;д Александровка
80 602 449 121;3;д Балгазы
80 602 449 126;8;д Новые Балгазы
80 602 451 000;4;Населенные пункты, входящие в состав сельского поселения Раевский сельсовет Альшеевского муниципального района
80 602 451 101;3;с Раевский
80 602 455 000;3;Населенные пункты, входящие в состав сельского поселения Слаковский сельсовет Альшеевского муниципального района
80 602 455 101;2;с Слак
80 602 458 000;5;Населенные пункты, входящие в состав сельского поселения Ташлинский сельсовет Альшеевского муниципального района
80 602 458 101;4;с Ташлы
80 602 458 106;9;д Баязитово
80 602 458 111;3;д Таштюбе
80 602 461 000;0;Населенные пункты, входящие в состав сельского поселения Трунтаишевский сельсовет Альшеевского муниципального района
80 602 461 101;3;с Трунтаишево
80 602 461 106;4;с Сараево
80 602 461 111;9;д Адамовка
80 602 461 116;3;д Зарагат
80 602 461 121;8;д Ирик
80 602 461 126;2;д Устьевка
80 602 461 131;7;д Хрусталево
80 602 464 000;2;Населенные пункты, входящие в состав сельского поселения Чебенлинский сельсовет Альшеевского муниципального района
80 602 464 101;1;с Чебенли
80 602 464 106;6;д Кункас
80 602 464 111;0;д Кызыл Юл
80 602 464 116;5;д Каменка
80 602 464 121;4;д Сарышево
80 602 464 126;4;д Тюбетеево
80 602 470 000;9;Населенные пункты, входящие в состав сельского поселения Шафрановский сельсовет Альшеевского муниципального района
80 602 470 101;9;с Шафраново
80 602 470 106;3;с Чуракаево
80 602 470 111;8;д Идрисово
80 602 470 116;2;д Каран
80 602 470 121;7;д Колонка
80 602 470 126;1;д Ташкичу
80 602 470 131;6;х Чайкино
80 603 404 000;9;Населенные пункты, входящие в состав сельского поселения Абзановский сельсовет Архангельского муниципального района
80 603 404 101;8;с Абзаново
80 603 404 106;2;д Верхние Ирныкши
80 603 404 111;7;д Кызылярово
80 603 410 000;6;Населенные пункты, входящие в состав сельского поселения Архангельский сельсовет Архангельского муниципального района
80 603 410 101;5;с Архангельское
80 603 410 106;3;д Новоустиновка
80 603 413 000;8;Населенные пункты, входящие в состав сельского поселения Арх-Латышский сельсовет Архангельского муниципального района
80 603 413 101;7;д Максим Горький
80 603 413 106;1;д Аскино
80 603 413 111;6;д Бейсово
80 603 413 116;0;д Горный
80 603 413 121;5;д Заря
80 603 413 126;4;д Красная Регизла
80 603 413 131;4;д Муллакаево
80 603 413 136;9;д Победа
80 603 413 141;3;д Приураловка
80 603 413 146;8;д Чик-Елга
80 603 413 151;2;д Убалары
80 603 416 000;0;Населенные пункты, входящие в состав сельского поселения Бакалдинский сельсовет Архангельского муниципального района
80 603 416 101;9;с Бакалдинское
80 603 416 106;3;д Басиновка
80 603 416 111;8;д Кизги
80 603 416 116;2;д Кургаш
80 603 416 121;7;д Родинский
80 603 416 126;1;д Тереклы
80 603 416 131;6;д Усаклы
80 603 416 136;0;д Петропавловка
80 603 419 000;1;Населенные пункты, входящие в состав сельского поселения Инзерский сельсовет Архангельского муниципального района
80 603 419 101;0;с Валентиновка
80 603 419 106;5;с Казанка
80 603 419 111;3;д Алексеевское
80 603 419 116;4;д Верхние Лемезы
80 603 419 121;9;д Верхний Фроловский
80 603 419 126;3;д Лагутовка
80 603 419 131;8;д Сухополь
80 603 419 136;2;д Михайловка
80 603 419 141;7;д Яркинский
80 603 422 000;7;Населенные пункты, входящие в состав сельского поселения Ирныкшинский сельсовет Архангельского муниципального района
80 603 422 101;6;с Ирныкши
80 603 422 106;0;д Березовка
80 603 422 111;5;д Каракул
80 603 422 116;1;д Князево
80 603 425 000;9;Населенные пункты, входящие в состав сельского поселения Краснозилимский сельсовет Архангельского муниципального района
80 603 425 101;8;с Красный Зилим
80 603 425 106;2;д Васильевка
80 603 425 111;7;д Заитово
80 603 425 116;1;д Красная Горка
80 603 425 121;6;д Кузнецовка
80 603 425 126;0;д Кысынды
80 603 425 131;5;д Лукинский
80 603 425 136;2;д Магаш
80 603 428 000;0;Населенные пункты, входящие в состав сельского поселения Краснокуртовский сельсовет Архангельского муниципального района
80 603 428 101;0;д Шакировка
80 603 428 106;4;д Сагитово
80 603 428 111;9;д Троицкое
80 603 428 116;3;д Тукмаклы
80 603 428 121;8;д Успенка
80 603 434 000;8;Населенные пункты, входящие в состав сельского поселения Липовский сельсовет Архангельского муниципального района
80 603 434 101;7;с Благовещенка
80 603 434 106;1;с Кумурлы
80 603 434 111;6;д Асы
80 603 434 116;0;д Белорус-Александровка
80 603 434 121;5;д Новокызылярово
80 603 434 126;0;д Новочишма
80 603 434 131;4;д Новошареево
80 603 434 136;9;д Новые Сарты
80 603 440 000;5;Населенные пункты, входящие в состав сельского поселения Орловский сельсовет Архангельского муниципального района
80 603 440 101;4;д Орловка
80 603 440 106;9;д Аккулево
80 603 440 111;3;д Андреевка
80 603 440 116;8;д Карташевка
80 603 440 121;2;д Николаевка
80 603 446 000;9;Населенные пункты, входящие в состав сельского поселения Тавакачевский сельсовет Архангельского муниципального района
80 603 446 101;8;д Тавакачево
80 603 446 106;2;д Гайфуллинское
80 603 446 111;7;д Приуралье
80 603 446 116;1;д Устье-Бассы
80 603 450 000;1;Населенные пункты, входящие в состав сельского поселения Узунларовский сельсовет Архангельского муниципального района
80 603 450 101;0;с Узунларово
80 603 450 106;5;д Азово
80 603 450 111;4;д Айтмембетово
80 603 450 116;4;д Карагай
80 604 402 000;9;Населенные пункты, входящие в состав сельского поселения Арбашевский сельсовет Аскинского муниципального района
80 604 402 101;8;с Арбашево
80 604 402 106;2;д Чишма-Уракаево
80 604 404 000;3;Населенные пункты, входящие в состав сельского поселения Аскинский сельсовет Аскинского муниципального района
80 604 404 101;2;с Аскино
80 604 404 106;7;с Куяштыр
80 604 404 111;1;с Новая Бурма
80 604 404 116;6;д Барахаевка
80 604 404 121;0;д Большое Озеро
80 604 404 126;5;д Верхненикольское
80 604 404 131;0;д Новые Багазы
80 604 404 136;4;д Талог
80 604 404 141;9;д Тульгузбаш
80 604 404 146;3;д Тюйск
80 604 413 000;2;Населенные пункты, входящие в состав сельского поселения Евбулякский сельсовет Аскинского муниципального района
80 604 413 101;1;д Евбуляк
80 604 413 106;6;д Королево
80 604 413 111;0;д Кушкуль
80 604 413 116;5;д Новый Карткисяк
80 604 413 121;7;д Султанай
80 604 413 126;4;д Упканкуль
80 604 413 131;9;д Черное Озеро
80 604 416 000;4;Населенные пункты, входящие в состав сельского поселения Казанчинский сельсовет Аскинского муниципального района
80 604 416 101;3;с Старые Казанчи
80 604 416 106;8;с Михайловка
80 604 416 111;2;д Альягиш
80 604 416 116;7;д Башкортостан
80 604 416 121;1;д Новая Кара
80 604 416 126;6;д Русская Кара
80 604 416 131;0;д Старая Кара
80 604 416 136;5;д Урманкуль
80 604 418 000;9;Населенные пункты, входящие в состав сельского поселения Карткисяковский сельсовет Аскинского муниципального района
80 604 418 101;8;д Карткисяк
80 604 419 000;6;Населенные пункты, входящие в состав сельского поселения Кашкинский сельсовет Аскинского муниципального района
80 604 419 101;5;с Кашкино
80 604 419 106;1;д Амирово
80 604 419 111;4;д Бильгиш
80 604 419 116;9;д Гумбино
80 604 419 121;3;д Новый Суюш
80 604 425 000;3;Населенные пункты, входящие в состав сельского поселения Ключевский сельсовет Аскинского муниципального района
80 604 425 101;2;с Ключи
80 604 425 106;7;с Кучаново
80 604 425 111;1;д Степановка
80 604 428 000;5;Населенные пункты, входящие в состав сельского поселения Кубиязовский сельсовет Аскинского муниципального района
80 604 428 101;4;с Кубиязы
80 604 428 106;9;д Авадай
80 604 428 111;3;д Матала
80 604 428 116;8;д Утяшино
80 604 431 000;0;Населенные пункты, входящие в состав сельского поселения Кунгаковский сельсовет Аскинского муниципального района
80 604 431 101;1;д Кунгак
80 604 431 106;4;д Ключевой Лог
80 604 431 111;9;д Кунгакбаш
80 604 431 116;3;д Ташлыкуль
80 604 437 000;4;Населенные пункты, входящие в состав сельского поселения Кшлау-Елгинский сельсовет Аскинского муниципального района
80 604 437 101;3;д Кшлау-Елга
80 604 437 106;8;д Базанчатово
80 604 437 111;2;д Ваш-Язы
80 604 437 116;7;д Каюмово
80 604 437 121;1;д Новые Казанчи
80 604 437 126;6;д Улу-Елга
80 604 440 000;7;Населенные пункты, входящие в состав сельского поселения Мутабашевский сельсовет Аскинского муниципального района
80 604 440 101;9;с Старый Мутабаш
80 604 440 106;3;д Мута-Елга
80 604 440 111;8;д Новый Мутабаш
80 604 440 116;2;д Тупралы
80 604 440 121;7;д Чад
80 604 440 126;1;д Янаул
80 604 440 131;6;д Янкисяк
80 604 442 000;4;Населенные пункты, входящие в состав сельского поселения Петропавловский сельсовет Аскинского муниципального района
80 604 442 101;3;д Петропавловка
80 604 442 106;8;с Кигазы
80 604 442 111;2;д Давлятовка
80 604 442 116;7;д Ерма-Елань
80 604 442 121;1;д Любимовка
80 604 442 126;6;д Новый Кубияз
80 604 442 131;0;д Ольховый Ключ
80 604 442 136;5;д Шорохово
80 604 443 000;1;Населенные пункты, входящие в состав сельского поселения Султанбековский сельсовет Аскинского муниципального района
80 604 443 101;0;д Султанбеково
80 604 443 106;5;д Камашады
80 604 443 111;0;д Чурашево
80 604 446 000;3;Населенные пункты, входящие в состав сельского поселения Урмиязовский сельсовет Аскинского муниципального района
80 604 446 101;2;с Урмиязы
80 604 446 106;7;д Дульцевка
80 604 446 111;1;д Новокочкильдино
80 604 446 116;6;д Старокочкильдино
80 604 446 121;0;д Уршады
80 604 450 000;6;Населенные пункты, входящие в состав сельского поселения Усть-Табасский сельсовет Аскинского муниципального района
80 604 450 101;5;д Усть-Табаска
80 605 402 000;3;Населенные пункты, входящие в состав сельского поселения Балыклыкульский сельсовет Аургазинского муниципального района
80 605 402 101;2;д Балыклыкуль
80 605 402 106;7;д Амзя
80 605 402 111;1;д Байкал
80 605 402 116;6;д Наумкино
80 605 402 121;0;д Чишма
80 605 404 000;8;Населенные пункты, входящие в состав сельского поселения Батыровский сельсовет Аургазинского муниципального района
80 605 404 101;7;с Куезбашево
80 605 404 106;1;д Ивановка
80 605 404 111;6;д Князевка
80 605 404 116;0;д Мустафино
80 605 404 121;5;д Николаевка
80 605 404 126;8;д Новоадзитарово
80 605 404 131;4;д Новоитикеево
80 605 404 136;9;д Новомустафино
80 605 404 141;3;д Сабанчи
80 605 404 146;8;д Староитикеево
80 605 407 000;4;Населенные пункты, входящие в состав сельского поселения Бишкаинский сельсовет Аургазинского муниципального района
80 605 407 101;9;с Бишкаин
80 605 407 106;3;д Белогорский
80 605 407 111;8;д Поташевка
80 605 407 116;2;х Белогорский
80 605 407 121;7;х Пушкинский
80 605 410 000;5;Населенные пункты, входящие в состав сельского поселения Ибраевский сельсовет Аургазинского муниципального района
80 605 410 101;4;с Малое Ибраево
80 605 410 106;9;д Баишево
80 605 410 111;3;д Берлек
80 605 410 116;8;д Борисовка
80 605 410 121;2;д Дубровка
80 605 410 126;7;д Новофедоровка
80 605 410 131;1;д Старое Ибраево
80 605 413 000;7;Населенные пункты, входящие в состав сельского поселения Исмагиловский сельсовет Аургазинского муниципального района
80 605 413 101;6;с Исмагилово
80 605 413 106;0;с Никольское
80 605 413 111;5;д Новотимошкино
80 605 413 116;5;д Покровка
80 605 413 121;4;д Уксунны
80 605 413 126;9;д Дарьевка
80 605 416 000;9;Населенные пункты, входящие в состав сельского поселения Ишлинский сельсовет Аургазинского муниципального района
80 605 416 101;8;с Ишлы
80 605 416 106;2;д Арсланово
80 605 416 111;7;д Ахмерово
80 605 416 116;1;д Муксино
80 605 416 121;6;д Старокузяково
80 605 416 126;0;д Якты Юл
80 605 419 000;0;Населенные пункты, входящие в состав сельского поселения Кебячевский сельсовет Аургазинского муниципального района
80 605 419 101;4;д Кебячево
80 605 419 106;4;д Ибраево
80 605 419 111;9;д Миннибаево
80 605 419 116;3;д Ситдик-Муллино
80 605 419 121;8;д Ташлыкуль
80 605 419 126;2;д Трудовка
80 605 419 131;7;д Утаркуль
80 605 422 000;6;Населенные пункты, входящие в состав сельского поселения Меселинский сельсовет Аургазинского муниципального района
80 605 422 101;5;с Месели
80 605 422 106;2;с Манеево
80 605 422 111;4;д Вязовка
80 605 422 116;9;д Дадановка
80 605 422 121;3;д Журавлевка
80 605 422 126;8;д Каменка
80 605 422 131;2;д Красный Восток
80 605 422 136;7;д Сосновка
80 605 422 141;1;д Старомакарово
80 605 425 000;8;Населенные пункты, входящие в состав сельского поселения Михайловский сельсовет Аургазинского муниципального района
80 605 425 101;7;д Михайловка
80 605 425 106;1;д Кушкуль
80 605 425 111;6;д Мурадым
80 605 428 000;0;Населенные пункты, входящие в состав сельского поселения Нагадакский сельсовет Аургазинского муниципального района
80 605 428 101;9;д Татарский Нагадак
80 605 428 106;3;д Верхние Леканды
80 605 428 111;8;д Малая Ивановка
80 605 428 116;2;д Нижние Леканды
80 605 428 121;7;д Нагадак
80 605 428 126;1;д Сулейманово
80 605 428 131;6;д Усть-Белишево
80 605 428 136;0;д Утеймуллино
80 605 428 141;5;д Чувашский Нагадак
80 605 431 000;5;Населенные пункты, входящие в состав сельского поселения Новокальчировский сельсовет Аургазинского муниципального района
80 605 431 101;4;д Новый Кальчир
80 605 431 106;9;д Кальчирбуран
80 605 431 111;3;д Кшанны
80 605 431 116;8;д Марс
80 605 431 121;2;д Новые Карамалы
80 605 431 126;7;д Дюртюли
80 605 434 000;7;Населенные пункты, входящие в состав сельского поселения Семенкинский сельсовет Аургазинского муниципального района
80 605 434 101;6;с Семенкино
80 605 434 106;0;с Шланлы
80 605 434 111;5;д Абдуллино
80 605 434 116;0;д Алексеевка
80 605 434 121;4;д Асавбашево
80 605 434 126;9;д Березовка
80 605 434 131;3;д Верхний Бегеняш
80 605 434 136;8;д Кузьминовка
80 605 434 141;2;д Нижний Бегеняш
80 605 434 146;7;д Тальник
80 605 434 151;1;д Шеверли
80 605 434 156;6;д Юлдашево
80 605 437 000;9;Населенные пункты, входящие в состав сельского поселения Степановский сельсовет Аургазинского муниципального района
80 605 437 101;8;с Степановка
80 605 437 106;2;д Александровка
80 605 437 111;7;д Добровольное
80 605 437 116;1;д Марьяновка
80 605 437 121;6;д Назмутдиново
80 605 437 126;0;д Терешковка
80 605 440 000;4;Населенные пункты, входящие в состав сельского поселения Султанмуратовский сельсовет Аургазинского муниципального района
80 605 440 101;3;с Султанмуратово
80 605 440 106;8;д Бакаево
80 605 440 111;2;д Чишма
80 605 440 116;7;д Чубайтал
80 605 443 000;6;Населенные пункты, входящие в состав сельского поселения Таштамакский сельсовет Аургазинского муниципального района
80 605 443 101;5;д Таштамак
80 605 443 106;8;д Гумерово
80 605 443 111;4;д Турсугали
80 605 443 116;9;д Усманово
80 605 446 000;8;Населенные пункты, входящие в состав сельского поселения Толбазинский сельсовет Аургазинского муниципального района
80 605 446 101;7;с Толбазы
80 605 446 106;1;д Алексеевка
80 605 446 111;6;д Культура
80 605 446 116;0;д Никольск
80 605 446 121;5;д Чулпан
80 605 446 126;9;д Юламаново
80 605 449 000;5;Населенные пункты, входящие в состав сельского поселения Тряпинский сельсовет Аургазинского муниципального района
80 605 449 101;9;с Тряпино
80 605 449 106;3;д Веселовка
80 605 449 111;8;д Заитово
80 605 449 116;2;д Малый Нагадак
80 605 449 121;7;д Новогуровка
80 605 449 126;1;д Новотроицкое
80 605 449 131;6;д Толмачевка
80 605 452 000;5;Населенные пункты, входящие в состав сельского поселения Тукаевский сельсовет Аургазинского муниципального района
80 605 452 101;4;с Тукаево
80 605 452 106;9;с Андреевка
80 605 452 111;3;с Болотино
80 605 452 116;8;д Абдрахманово
80 605 452 121;2;д Ахметово
80 605 452 126;7;д Волково
80 605 452 131;1;д Старая Ивановка
80 605 452 136;6;д Макарово
80 605 452 141;0;д Тюбяково
80 605 458 000;9;Населенные пункты, входящие в состав сельского поселения Турумбетовский сельсовет Аургазинского муниципального района
80 605 458 101;8;с Турумбет
80 605 458 106;2;д Игенче
80 605 458 111;7;д Салихово
80 605 458 116;1;д Усманово
80 605 461 000;4;Населенные пункты, входящие в состав сельского поселения Уршакский сельсовет Аургазинского муниципального района
80 605 461 101;3;с Староабсалямово
80 605 461 106;8;д Курманаево
80 605 461 111;2;д Надеждино
80 605 461 116;7;д Старотимошкино
80 605 461 121;1;д Субхангулово
80 605 461 126;6;д Хасаново
80 605 461 131;0;д Чулпан
80 605 472 000;8;Населенные пункты, входящие в состав сельского поселения Чуваш-Карамалинский сельсовет Аургазинского муниципального района
80 605 472 101;7;с Чуваш-Карамалы
80 605 472 106;1;д Ермолаевка
80 605 472 111;6;д Новочелатканово
80 605 472 116;0;д Дарьино
80 605 472 121;5;д Старые Карамалы
80 606 101 000;4;Населенные пункты, входящие в состав городского поселения город Баймак Баймакского муниципального района
80 606 101 001;5;г Баймак
80 606 404 000;2;Населенные пункты, входящие в состав сельского поселения Абдулкаримовский сельсовет Баймакского муниципального района
80 606 404 101;1;с Абдулкаримово
80 606 404 106;6;д Алгазино
80 606 404 111;0;д Куватово
80 606 407 000;4;Населенные пункты, входящие в состав сельского поселения Акмурунский сельсовет Баймакского муниципального района
80 606 407 101;3;с Акмурун
80 606 407 106;8;д Актау
80 606 407 111;2;д Верхнемамбетово
80 606 407 116;7;д Каратал
80 606 407 121;1;д Сайгафар
80 606 409 000;9;Населенные пункты, входящие в состав сельского поселения Бекешевский сельсовет Баймакского муниципального района
80 606 409 101;8;с Бекешево
80 606 409 106;2;с Куянтаево
80 606 410 000;5;Населенные пункты, входящие в состав сельского поселения Биляловский сельсовет Баймакского муниципального района
80 606 410 101;9;с Билялово
80 606 410 106;3;д Баймурзино
80 606 410 111;8;д Семеново
80 606 410 116;2;д Уметбаево
80 606 410 121;7;д Кугидель
80 606 413 000;1;Населенные пункты, входящие в состав сельского поселения Зилаирский сельсовет Баймакского муниципального района
80 606 413 101;0;с Ургаза
80 606 413 106;5;д Комсомол
80 606 413 111;8;д Культабан
80 606 413 116;4;д Октябрь
80 606 413 121;9;д Покровка
80 606 413 126;3;д Сосновка
80 606 413 131;8;д Урал
80 606 416 000;3;Населенные пункты, входящие в состав сельского поселения 1-й Иткуловский сельсовет Баймакского муниципального района
80 606 416 101;2;с 1-е Иткулово
80 606 416 106;7;д Гадельбаево
80 606 416 111;1;х Шулька
80 606 422 000;0;Населенные пункты, входящие в состав сельского поселения Ишмурзинский сельсовет Баймакского муниципального района
80 606 422 101;5;с Ишмурзино
80 606 422 106;4;д Богачево
80 606 425 000;2;Населенные пункты, входящие в состав сельского поселения Ишмухаметовский сельсовет Баймакского муниципального района
80 606 425 101;1;с Ишмухаметово
80 606 425 106;6;д Баишево
80 606 425 111;0;д Бахтигареево
80 606 425 116;5;д Янгазино
